#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">Jury</h1>  <p align="center"> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/pyversions/jury" alt="Python versions"></a> <a href="https://pepy.tech/project/jury"><img src="https://pepy.tech/badge/jury" alt="downloads"></a> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/v/jury?
1-1	0-1	<	*[523]|*[775]	SOFTWARE[523]|SOFTWARE[775]
30-43	10744-10745	:	*[775]	SOFTWARE[775]
30-44	10746-10747	\[	*[775]	SOFTWARE[775]
30-45	10752-10753	"	*[775]	SOFTWARE[775]
30-46	10753-10757	bleu	*[775]	SOFTWARE[775]
30-47	10757-10758	"	*[775]	SOFTWARE[775]
30-48	10758-10759	,	*[775]	SOFTWARE[775]
30-49	10764-10765	"	*[775]	SOFTWARE[775]
30-50	10765-10771	meteor	*[775]	SOFTWARE[775]
30-51	10771-10772	"	*[775]	SOFTWARE[775]
30-52	10775-10776	\]	*[775]	SOFTWARE[775]
30-53	10777-10778	}	*[775]	SOFTWARE[775]
30-54	10779-10780	`	*[775]	SOFTWARE[775]
30-55	10780-10781	`	*[775]	SOFTWARE[775]
30-56	10781-10782	`	*[775]	SOFTWARE[775]
30-57	10784-10788	Then	*[775]	SOFTWARE[775]
30-58	10788-10789	,	*[775]	SOFTWARE[775]
30-59	10790-10793	you	*[775]	SOFTWARE[775]
30-60	10794-10797	can	*[775]	SOFTWARE[775]
30-61	10798-10802	call	*[775]	SOFTWARE[775]
30-62	10803-10807	jury	*[775]	SOFTWARE[775]
30-63	10808-10812	eval	*[775]	SOFTWARE[775]
30-64	10813-10817	with	*[775]	SOFTWARE[775]
30-65	10818-10819	`	*[775]	SOFTWARE[775]
30-66	10819-10825	config	*[775]	SOFTWARE[775]
30-67	10825-10826	`	*[775]	SOFTWARE[775]
30-68	10827-10835	argument	*[775]	SOFTWARE[775]
30-69	10835-10836	.	*[775]	SOFTWARE[775]

#Text=jury eval --config path/to/config.json  ### Custom Metrics  You can use custom metrics with inheriting `jury.metrics.Metric`, you can see current metrics implemented on Jury from \[jury/metrics\](https://github.com/obss/jury/tree/master/jury/metrics).
31-1	10842-10846	jury	*[775]	SOFTWARE[775]
31-2	10847-10851	eval	*[775]	SOFTWARE[775]
31-3	10852-10853	-	*[775]	SOFTWARE[775]
31-4	10853-10854	-	*[775]	SOFTWARE[775]
31-5	10854-10860	config	*[775]	SOFTWARE[775]
31-6	10861-10865	path	*[775]	SOFTWARE[775]
31-7	10865-10866	/	*[775]	SOFTWARE[775]
31-8	10866-10868	to	*[775]	SOFTWARE[775]
31-9	10868-10869	/	*[775]	SOFTWARE[775]
31-10	10869-10880	config.json	*[775]	SOFTWARE[775]
31-11	10882-10883	#	*[775]	SOFTWARE[775]
31-12	10883-10884	#	*[775]	SOFTWARE[775]
31-13	10884-10885	#	*[775]	SOFTWARE[775]
31-14	10886-10892	Custom	*[775]	SOFTWARE[775]
31-15	10893-10900	Metrics	*[775]	SOFTWARE[775]
31-16	10902-10905	You	*[775]	SOFTWARE[775]
31-17	10906-10909	can	*[775]	SOFTWARE[775]
31-18	10910-10913	use	*[775]	SOFTWARE[775]
31-19	10914-10920	custom	*[775]	SOFTWARE[775]
31-20	10921-10928	metrics	*[775]	SOFTWARE[775]
31-21	10929-10933	with	*[775]	SOFTWARE[775]
31-22	10934-10944	inheriting	*[775]	SOFTWARE[775]
31-23	10945-10946	`	*[775]	SOFTWARE[775]
31-24	10946-10965	jury.metrics.Metric	*[775]	SOFTWARE[775]
31-24	10946-10950	jury	*[775]	SOFTWARE[775]
31-25	10965-10966	`	*[775]	SOFTWARE[775]
31-26	10966-10967	,	*[775]	SOFTWARE[775]
31-27	10968-10971	you	*[775]	SOFTWARE[775]
31-28	10972-10975	can	*[775]	SOFTWARE[775]
31-29	10976-10979	see	*[775]	SOFTWARE[775]
31-30	10980-10987	current	*[775]	SOFTWARE[775]
31-31	10988-10995	metrics	*[775]	SOFTWARE[775]
31-32	10996-11007	implemented	*[775]	SOFTWARE[775]
31-33	11008-11010	on	*[775]	SOFTWARE[775]
31-34	11011-11015	Jury	*[775]	SOFTWARE[775]
31-35	11016-11020	from	*[775]	SOFTWARE[775]
31-36	11021-11022	\[	*[775]	SOFTWARE[775]
31-37	11022-11026	jury	*[775]	SOFTWARE[775]
31-38	11026-11027	/	*[775]	SOFTWARE[775]
31-39	11027-11034	metrics	*[775]	SOFTWARE[775]
31-40	11034-11035	\]	*[775]	SOFTWARE[775]
31-41	11035-11036	(	*[775]	SOFTWARE[775]
31-42	11036-11041	https	*[775]	SOFTWARE[775]
31-43	11041-11042	:	*[775]	SOFTWARE[775]
31-44	11042-11043	/	*[775]	SOFTWARE[775]
31-45	11043-11044	/	*[775]	SOFTWARE[775]
31-46	11044-11054	github.com	*[775]	SOFTWARE[775]
31-47	11054-11055	/	*[775]	SOFTWARE[775]
31-48	11055-11059	obss	*[775]	SOFTWARE[775]
31-49	11059-11060	/	*[775]	SOFTWARE[775]
31-50	11060-11064	jury	*[775]	SOFTWARE[775]
31-51	11064-11065	/	*[775]	SOFTWARE[775]
31-52	11065-11069	tree	*[775]	SOFTWARE[775]
31-53	11069-11070	/	*[775]	SOFTWARE[775]
31-54	11070-11076	master	*[775]	SOFTWARE[775]
31-55	11076-11077	/	*[775]	SOFTWARE[775]
31-56	11077-11081	jury	*[775]	SOFTWARE[775]
31-57	11081-11082	/	*[775]	SOFTWARE[775]
31-58	11082-11089	metrics	*[775]	SOFTWARE[775]
31-59	11089-11090	)	*[775]	SOFTWARE[775]
31-60	11090-11091	.	*[775]	SOFTWARE[775]

#Text=Jury falls back to `evaluate` implementation of metrics for the ones that are currently not supported by Jury, you can see the metrics available for `evaluate` on \[evaluate/metrics\](https://github.com/huggingface/evaluate/tree/master/metrics).
32-1	11092-11096	Jury	*[775]	SOFTWARE[775]
32-2	11097-11102	falls	*[775]	SOFTWARE[775]
32-3	11103-11107	back	*[775]	SOFTWARE[775]
32-4	11108-11110	to	*[775]	SOFTWARE[775]
32-5	11111-11112	`	*[775]	SOFTWARE[775]
32-6	11112-11120	evaluate	*[775]	SOFTWARE[775]
32-7	11120-11121	`	*[775]	SOFTWARE[775]
32-8	11122-11136	implementation	*[775]	SOFTWARE[775]
32-9	11137-11139	of	*[775]	SOFTWARE[775]
32-10	11140-11147	metrics	*[775]	SOFTWARE[775]
32-11	11148-11151	for	*[775]	SOFTWARE[775]
32-12	11152-11155	the	*[775]	SOFTWARE[775]
32-13	11156-11160	ones	*[775]	SOFTWARE[775]
32-14	11161-11165	that	*[775]	SOFTWARE[775]
32-15	11166-11169	are	*[775]	SOFTWARE[775]
32-16	11170-11179	currently	*[775]	SOFTWARE[775]
32-17	11180-11183	not	*[775]	SOFTWARE[775]
32-18	11184-11193	supported	*[775]	SOFTWARE[775]
32-19	11194-11196	by	*[775]	SOFTWARE[775]
32-20	11197-11201	Jury	*[775]	SOFTWARE[775]
32-21	11201-11202	,	*[775]	SOFTWARE[775]
32-22	11203-11206	you	*[775]	SOFTWARE[775]
32-23	11207-11210	can	*[775]	SOFTWARE[775]
32-24	11211-11214	see	*[775]	SOFTWARE[775]
32-25	11215-11218	the	*[775]	SOFTWARE[775]
32-26	11219-11226	metrics	*[775]	SOFTWARE[775]
32-27	11227-11236	available	*[775]	SOFTWARE[775]
32-28	11237-11240	for	*[775]	SOFTWARE[775]
32-29	11241-11242	`	*[775]	SOFTWARE[775]
32-30	11242-11250	evaluate	*[775]	SOFTWARE[775]
32-31	11250-11251	`	*[775]	SOFTWARE[775]
32-32	11252-11254	on	*[775]	SOFTWARE[775]
32-33	11255-11256	\[	*[775]	SOFTWARE[775]
32-34	11256-11264	evaluate	*[775]	SOFTWARE[775]
32-35	11264-11265	/	*[775]	SOFTWARE[775]
32-36	11265-11272	metrics	*[775]	SOFTWARE[775]
32-37	11272-11273	\]	*[775]	SOFTWARE[775]
32-38	11273-11274	(	*[775]	SOFTWARE[775]
32-39	11274-11279	https	*[775]	SOFTWARE[775]
32-40	11279-11280	:	*[775]	SOFTWARE[775]
32-41	11280-11281	/	*[775]	SOFTWARE[775]
32-42	11281-11282	/	*[775]	SOFTWARE[775]
32-43	11282-11292	github.com	*[775]	SOFTWARE[775]
32-44	11292-11293	/	*[775]	SOFTWARE[775]
32-45	11293-11304	huggingface	*[775]	SOFTWARE[775]
32-46	11304-11305	/	*[775]	SOFTWARE[775]
32-47	11305-11313	evaluate	*[775]	SOFTWARE[775]
32-48	11313-11314	/	*[775]	SOFTWARE[775]
32-49	11314-11318	tree	*[775]	SOFTWARE[775]
32-50	11318-11319	/	*[775]	SOFTWARE[775]
32-51	11319-11325	master	*[775]	SOFTWARE[775]
32-52	11325-11326	/	*[775]	SOFTWARE[775]
32-53	11326-11333	metrics	*[775]	SOFTWARE[775]
32-54	11333-11334	)	*[775]	SOFTWARE[775]
32-55	11334-11335	.	*[775]	SOFTWARE[775]

#Text=Jury itself uses `evaluate.Metric` as a base class to drive its own base class as `jury.metrics.Metric`.
33-1	11338-11342	Jury	*[775]	SOFTWARE[775]
33-2	11343-11349	itself	*[775]	SOFTWARE[775]
33-3	11350-11354	uses	*[775]	SOFTWARE[775]
33-4	11355-11356	`	*[775]	SOFTWARE[775]
33-5	11356-11371	evaluate.Metric	*[775]	SOFTWARE[775]
33-6	11371-11372	`	*[775]	SOFTWARE[775]
33-7	11373-11375	as	*[775]	SOFTWARE[775]
33-8	11376-11377	a	*[775]	SOFTWARE[775]
33-9	11378-11382	base	*[775]	SOFTWARE[775]
33-10	11383-11388	class	*[775]	SOFTWARE[775]
33-11	11389-11391	to	*[775]	SOFTWARE[775]
33-12	11392-11397	drive	*[775]	SOFTWARE[775]
33-13	11398-11401	its	*[775]	SOFTWARE[775]
33-14	11402-11405	own	*[775]	SOFTWARE[775]
33-15	11406-11410	base	*[775]	SOFTWARE[775]
33-16	11411-11416	class	*[775]	SOFTWARE[775]
33-17	11417-11419	as	*[775]	SOFTWARE[775]
33-18	11420-11421	`	*[775]	SOFTWARE[775]
33-19	11421-11440	jury.metrics.Metric	*[775]	SOFTWARE[775]
33-19	11421-11425	jury	*[775]	SOFTWARE[775]
33-20	11440-11441	`	*[775]	SOFTWARE[775]
33-21	11441-11442	.	*[775]	SOFTWARE[775]

#Text=The interface is similar\; however, Jury makes the metrics to take a unified input type by handling the inputs for each metrics, and allows supporting several input types as\;  - single prediction & single reference - single prediction & multiple reference - multiple prediction & multiple reference  As a custom metric both base classes can be used\; however, we strongly recommend using `jury.metrics.Metric` as it has several advantages such as supporting computations for the input types above or unifying the type of the input.
34-1	11443-11446	The	*[775]	SOFTWARE[775]
34-2	11447-11456	interface	*[775]	SOFTWARE[775]
34-3	11457-11459	is	*[775]	SOFTWARE[775]
34-4	11460-11467	similar	*[775]	SOFTWARE[775]
34-5	11467-11468	\;	*[775]	SOFTWARE[775]
34-6	11469-11476	however	*[775]	SOFTWARE[775]
34-7	11476-11477	,	*[775]	SOFTWARE[775]
34-8	11478-11482	Jury	*[775]	SOFTWARE[775]
34-9	11483-11488	makes	*[775]	SOFTWARE[775]
34-10	11489-11492	the	*[775]	SOFTWARE[775]
34-11	11493-11500	metrics	*[775]	SOFTWARE[775]
34-12	11501-11503	to	*[775]	SOFTWARE[775]
34-13	11504-11508	take	*[775]	SOFTWARE[775]
34-14	11509-11510	a	*[775]	SOFTWARE[775]
34-15	11511-11518	unified	*[775]	SOFTWARE[775]
34-16	11519-11524	input	*[775]	SOFTWARE[775]
34-17	11525-11529	type	*[775]	SOFTWARE[775]
34-18	11530-11532	by	*[775]	SOFTWARE[775]
34-19	11533-11541	handling	*[775]	SOFTWARE[775]
34-20	11542-11545	the	*[775]	SOFTWARE[775]
34-21	11546-11552	inputs	*[775]	SOFTWARE[775]
34-22	11553-11556	for	*[775]	SOFTWARE[775]
34-23	11557-11561	each	*[775]	SOFTWARE[775]
34-24	11562-11569	metrics	*[775]	SOFTWARE[775]
34-25	11569-11570	,	*[775]	SOFTWARE[775]
34-26	11571-11574	and	*[775]	SOFTWARE[775]
34-27	11575-11581	allows	*[775]	SOFTWARE[775]
34-28	11582-11592	supporting	*[775]	SOFTWARE[775]
34-29	11593-11600	several	*[775]	SOFTWARE[775]
34-30	11601-11606	input	*[775]	SOFTWARE[775]
34-31	11607-11612	types	*[775]	SOFTWARE[775]
34-32	11613-11615	as	*[775]	SOFTWARE[775]
34-33	11615-11616	\;	*[775]	SOFTWARE[775]
34-34	11618-11619	-	*[775]	SOFTWARE[775]
34-35	11620-11626	single	*[775]	SOFTWARE[775]
34-36	11627-11637	prediction	*[775]	SOFTWARE[775]
34-37	11638-11639	&	*[775]	SOFTWARE[775]
34-38	11640-11646	single	*[775]	SOFTWARE[775]
34-39	11647-11656	reference	*[775]	SOFTWARE[775]
34-40	11657-11658	-	*[775]	SOFTWARE[775]
34-41	11659-11665	single	*[775]	SOFTWARE[775]
34-42	11666-11676	prediction	*[775]	SOFTWARE[775]
34-43	11677-11678	&	*[775]	SOFTWARE[775]
34-44	11679-11687	multiple	*[775]	SOFTWARE[775]
34-45	11688-11697	reference	*[775]	SOFTWARE[775]
34-46	11698-11699	-	*[775]	SOFTWARE[775]
34-47	11700-11708	multiple	*[775]	SOFTWARE[775]
34-48	11709-11719	prediction	*[775]	SOFTWARE[775]
34-49	11720-11721	&	*[775]	SOFTWARE[775]
34-50	11722-11730	multiple	*[775]	SOFTWARE[775]
34-51	11731-11740	reference	*[775]	SOFTWARE[775]
34-52	11742-11744	As	*[775]	SOFTWARE[775]
34-53	11745-11746	a	*[775]	SOFTWARE[775]
34-54	11747-11753	custom	*[775]	SOFTWARE[775]
34-55	11754-11760	metric	*[775]	SOFTWARE[775]
34-56	11761-11765	both	*[775]	SOFTWARE[775]
34-57	11766-11770	base	*[775]	SOFTWARE[775]
34-58	11771-11778	classes	*[775]	SOFTWARE[775]
34-59	11779-11782	can	*[775]	SOFTWARE[775]
34-60	11783-11785	be	*[775]	SOFTWARE[775]
34-61	11786-11790	used	*[775]	SOFTWARE[775]
34-62	11790-11791	\;	*[775]	SOFTWARE[775]
34-63	11792-11799	however	*[775]	SOFTWARE[775]
34-64	11799-11800	,	*[775]	SOFTWARE[775]
34-65	11801-11803	we	*[775]	SOFTWARE[775]
34-66	11804-11812	strongly	*[775]	SOFTWARE[775]
34-67	11813-11822	recommend	*[775]	SOFTWARE[775]
34-68	11823-11828	using	*[775]	SOFTWARE[775]
34-69	11829-11830	`	*[775]	SOFTWARE[775]
34-70	11830-11849	jury.metrics.Metric	*[775]	SOFTWARE[775]
34-70	11830-11834	jury	*[775]	SOFTWARE[775]
34-71	11849-11850	`	*[775]	SOFTWARE[775]
34-72	11851-11853	as	*[775]	SOFTWARE[775]
34-73	11854-11856	it	*[775]	SOFTWARE[775]
34-74	11857-11860	has	*[775]	SOFTWARE[775]
34-75	11861-11868	several	*[775]	SOFTWARE[775]
34-76	11869-11879	advantages	*[775]	SOFTWARE[775]
34-77	11880-11884	such	*[775]	SOFTWARE[775]
34-78	11885-11887	as	*[775]	SOFTWARE[775]
34-79	11888-11898	supporting	*[775]	SOFTWARE[775]
34-80	11899-11911	computations	*[775]	SOFTWARE[775]
34-81	11912-11915	for	*[775]	SOFTWARE[775]
34-82	11916-11919	the	*[775]	SOFTWARE[775]
34-83	11920-11925	input	*[775]	SOFTWARE[775]
34-84	11926-11931	types	*[775]	SOFTWARE[775]
34-85	11932-11937	above	*[775]	SOFTWARE[775]
34-86	11938-11940	or	*[775]	SOFTWARE[775]
34-87	11941-11949	unifying	*[775]	SOFTWARE[775]
34-88	11950-11953	the	*[775]	SOFTWARE[775]
34-89	11954-11958	type	*[775]	SOFTWARE[775]
34-90	11959-11961	of	*[775]	SOFTWARE[775]
34-91	11962-11965	the	*[775]	SOFTWARE[775]
34-92	11966-11971	input	*[775]	SOFTWARE[775]
34-93	11971-11972	.	*[775]	SOFTWARE[775]

#Text=```python from jury.metrics import MetricForTask  class CustomMetric(MetricForTask):     def \_compute\_single\_pred\_single\_ref(         self, predictions, references, reduce\_fn = None, \*\*kwargs     ):         raise NotImplementedError      def \_compute\_single\_pred\_multi\_ref(         self, predictions, references, reduce\_fn = None, \*\*kwargs     ):         raise NotImplementedError      def \_compute\_multi\_pred\_multi\_ref(             self, predictions, references, reduce\_fn = None, \*\*kwargs     ):         raise NotImplementedError ```  For more details, have a look at base metric implementation \[jury.metrics.Metric\](.
35-1	11974-11975	`	*[775]	SOFTWARE[775]
35-2	11975-11976	`	*[775]	SOFTWARE[775]
35-3	11976-11977	`	*[775]	SOFTWARE[775]
35-4	11977-11983	python	*[775]	SOFTWARE[775]
35-5	11984-11988	from	*[775]	SOFTWARE[775]
35-6	11989-12001	jury.metrics	*[775]	SOFTWARE[775]
35-6	11989-11993	jury	*[775]	SOFTWARE[775]
35-7	12002-12008	import	*[775]	SOFTWARE[775]
35-8	12009-12022	MetricForTask	*[775]	SOFTWARE[775]
35-9	12024-12029	class	*[775]	SOFTWARE[775]
35-10	12030-12042	CustomMetric	*[775]	SOFTWARE[775]
35-11	12042-12043	(	*[775]	SOFTWARE[775]
35-12	12043-12056	MetricForTask	*[775]	SOFTWARE[775]
35-13	12056-12057	)	*[775]	SOFTWARE[775]
35-14	12057-12058	:	*[775]	SOFTWARE[775]
35-15	12063-12066	def	*[775]	SOFTWARE[775]
35-16	12067-12068	\_	*[775]	SOFTWARE[775]
35-17	12068-12098	compute\_single\_pred\_single\_ref	*[775]	SOFTWARE[775]
35-18	12098-12099	(	*[775]	SOFTWARE[775]
35-19	12108-12112	self	*[775]	SOFTWARE[775]
35-20	12112-12113	,	*[775]	SOFTWARE[775]
35-21	12114-12125	predictions	*[775]	SOFTWARE[775]
35-22	12125-12126	,	*[775]	SOFTWARE[775]
35-23	12127-12137	references	*[775]	SOFTWARE[775]
35-24	12137-12138	,	*[775]	SOFTWARE[775]
35-25	12139-12148	reduce\_fn	*[775]	SOFTWARE[775]
35-26	12149-12150	=	*[775]	SOFTWARE[775]
35-27	12151-12155	None	*[775]	SOFTWARE[775]
35-28	12155-12156	,	*[775]	SOFTWARE[775]
35-29	12157-12158	\*	*[775]	SOFTWARE[775]
35-30	12158-12159	\*	*[775]	SOFTWARE[775]
35-31	12159-12165	kwargs	*[775]	SOFTWARE[775]
35-32	12170-12171	)	*[775]	SOFTWARE[775]
35-33	12171-12172	:	*[775]	SOFTWARE[775]
35-34	12181-12186	raise	*[775]	SOFTWARE[775]
35-35	12187-12206	NotImplementedError	*[775]	SOFTWARE[775]
35-36	12212-12215	def	*[775]	SOFTWARE[775]
35-37	12216-12217	\_	*[775]	SOFTWARE[775]
35-38	12217-12246	compute\_single\_pred\_multi\_ref	*[775]	SOFTWARE[775]
35-39	12246-12247	(	*[775]	SOFTWARE[775]
35-40	12256-12260	self	*[775]	SOFTWARE[775]
35-41	12260-12261	,	*[775]	SOFTWARE[775]
35-42	12262-12273	predictions	*[775]	SOFTWARE[775]
35-43	12273-12274	,	*[775]	SOFTWARE[775]
35-44	12275-12285	references	*[775]	SOFTWARE[775]
35-45	12285-12286	,	*[775]	SOFTWARE[775]
35-46	12287-12296	reduce\_fn	*[775]	SOFTWARE[775]
35-47	12297-12298	=	*[775]	SOFTWARE[775]
35-48	12299-12303	None	*[775]	SOFTWARE[775]
35-49	12303-12304	,	*[775]	SOFTWARE[775]
35-50	12305-12306	\*	*[775]	SOFTWARE[775]
35-51	12306-12307	\*	*[775]	SOFTWARE[775]
35-52	12307-12313	kwargs	*[775]	SOFTWARE[775]
35-53	12318-12319	)	*[775]	SOFTWARE[775]
35-54	12319-12320	:	*[775]	SOFTWARE[775]
35-55	12329-12334	raise	*[775]	SOFTWARE[775]
35-56	12335-12354	NotImplementedError	*[775]	SOFTWARE[775]
35-57	12360-12363	def	*[775]	SOFTWARE[775]
35-58	12364-12365	\_	*[775]	SOFTWARE[775]
35-59	12365-12393	compute\_multi\_pred\_multi\_ref	*[775]	SOFTWARE[775]
35-60	12393-12394	(	*[775]	SOFTWARE[775]
35-61	12407-12411	self	*[775]	SOFTWARE[775]
35-62	12411-12412	,	*[775]	SOFTWARE[775]
35-63	12413-12424	predictions	*[775]	SOFTWARE[775]
35-64	12424-12425	,	*[775]	SOFTWARE[775]
35-65	12426-12436	references	*[775]	SOFTWARE[775]
35-66	12436-12437	,	*[775]	SOFTWARE[775]
35-67	12438-12447	reduce\_fn	*[775]	SOFTWARE[775]
35-68	12448-12449	=	*[775]	SOFTWARE[775]
35-69	12450-12454	None	*[775]	SOFTWARE[775]
35-70	12454-12455	,	*[775]	SOFTWARE[775]
35-71	12456-12457	\*	*[775]	SOFTWARE[775]
35-72	12457-12458	\*	*[775]	SOFTWARE[775]
35-73	12458-12464	kwargs	*[775]	SOFTWARE[775]
35-74	12469-12470	)	*[775]	SOFTWARE[775]
35-75	12470-12471	:	*[775]	SOFTWARE[775]
35-76	12480-12485	raise	*[775]	SOFTWARE[775]
35-77	12486-12505	NotImplementedError	*[775]	SOFTWARE[775]
35-78	12506-12507	`	*[775]	SOFTWARE[775]
35-79	12507-12508	`	*[775]	SOFTWARE[775]
35-80	12508-12509	`	*[775]	SOFTWARE[775]
35-81	12511-12514	For	*[775]	SOFTWARE[775]
35-82	12515-12519	more	*[775]	SOFTWARE[775]
35-83	12520-12527	details	*[775]	SOFTWARE[775]
35-84	12527-12528	,	*[775]	SOFTWARE[775]
35-85	12529-12533	have	*[775]	SOFTWARE[775]
35-86	12534-12535	a	*[775]	SOFTWARE[775]
35-87	12536-12540	look	*[775]	SOFTWARE[775]
35-88	12541-12543	at	*[775]	SOFTWARE[775]
35-89	12544-12548	base	*[775]	SOFTWARE[775]
35-90	12549-12555	metric	*[775]	SOFTWARE[775]
35-91	12556-12570	implementation	*[775]	SOFTWARE[775]
35-92	12571-12572	\[	*[775]	SOFTWARE[775]
35-93	12572-12591	jury.metrics.Metric	*[775]	SOFTWARE[775]
35-93	12572-12576	jury	*[775]	SOFTWARE[775]
35-94	12591-12592	\]	*[775]	SOFTWARE[775]
35-95	12592-12593	(	*[775]	SOFTWARE[775]
35-96	12593-12594	.	*[775]	SOFTWARE[775]

#Text=/jury/metrics/\_base.py)  ## <div align="center"> Contributing </div>  PRs are welcomed as always :)  ### Installation      git clone https://github.com/obss/jury.git     cd jury     pip install -e ".
36-1	12594-12595	/	*[775]	SOFTWARE[775]
36-2	12595-12599	jury	*[775]	SOFTWARE[775]
36-3	12599-12600	/	*[775]	SOFTWARE[775]
36-4	12600-12607	metrics	*[775]	SOFTWARE[775]
36-5	12607-12608	/	*[775]	SOFTWARE[775]
36-6	12608-12609	\_	*[775]	SOFTWARE[775]
36-7	12609-12616	base.py	*[775]	SOFTWARE[775]
36-8	12616-12617	)	*[775]	SOFTWARE[775]
36-9	12619-12620	#	*[775]	SOFTWARE[775]
36-10	12620-12621	#	*[775]	SOFTWARE[775]
36-11	12622-12623	<	*[775]	SOFTWARE[775]
36-12	12623-12626	div	*[775]	SOFTWARE[775]
36-13	12627-12632	align	*[775]	SOFTWARE[775]
36-14	12632-12633	=	*[775]	SOFTWARE[775]
36-15	12633-12634	"	*[775]	SOFTWARE[775]
36-16	12634-12640	center	*[775]	SOFTWARE[775]
36-17	12640-12641	"	*[775]	SOFTWARE[775]
36-18	12641-12642	>	*[775]	SOFTWARE[775]
36-19	12643-12655	Contributing	*[775]	SOFTWARE[775]
36-20	12656-12657	<	*[775]	SOFTWARE[775]
36-21	12657-12658	/	*[775]	SOFTWARE[775]
36-22	12658-12661	div	*[775]	SOFTWARE[775]
36-23	12661-12662	>	*[775]	SOFTWARE[775]
36-24	12664-12667	PRs	*[775]	SOFTWARE[775]
36-25	12668-12671	are	*[775]	SOFTWARE[775]
36-26	12672-12680	welcomed	*[775]	SOFTWARE[775]
36-27	12681-12683	as	*[775]	SOFTWARE[775]
36-28	12684-12690	always	*[775]	SOFTWARE[775]
36-29	12691-12692	:	*[775]	SOFTWARE[775]
36-30	12692-12693	)	*[775]	SOFTWARE[775]
36-31	12695-12696	#	*[775]	SOFTWARE[775]
36-32	12696-12697	#	*[775]	SOFTWARE[775]
36-33	12697-12698	#	*[775]	SOFTWARE[775]
36-34	12699-12711	Installation	*[775]	SOFTWARE[775]
36-35	12717-12720	git	*[775]	SOFTWARE[775]
36-36	12721-12726	clone	*[775]	SOFTWARE[775]
36-37	12727-12732	https	*[775]	SOFTWARE[775]
36-38	12732-12733	:	*[775]	SOFTWARE[775]
36-39	12733-12734	/	*[775]	SOFTWARE[775]
36-40	12734-12735	/	*[775]	SOFTWARE[775]
36-41	12735-12745	github.com	*[775]	SOFTWARE[775]
36-42	12745-12746	/	*[775]	SOFTWARE[775]
36-43	12746-12750	obss	*[775]	SOFTWARE[775]
36-44	12750-12751	/	*[775]	SOFTWARE[775]
36-45	12751-12759	jury.git	*[775]	SOFTWARE[775]
36-45	12751-12755	jury	*[775]	SOFTWARE[775]
36-46	12764-12766	cd	*[775]	SOFTWARE[775]
36-47	12767-12771	jury	*[775]	SOFTWARE[775]
36-48	12776-12779	pip	*[775]	SOFTWARE[775]
36-49	12780-12787	install	*[775]	SOFTWARE[775]
36-50	12788-12789	-	*[775]	SOFTWARE[775]
36-51	12789-12790	e	*[775]	SOFTWARE[775]
36-52	12791-12792	"	*[775]	SOFTWARE[775]
36-53	12792-12793	.	*[775]	SOFTWARE[775]

#Text=\[dev\]"  Also, you need to install the packages which are available through a git source separately with the following command.
37-1	12793-12794	\[	*[775]	SOFTWARE[775]
37-2	12794-12797	dev	*[775]	SOFTWARE[775]
37-3	12797-12798	\]	*[775]	SOFTWARE[775]
37-4	12798-12799	"	*[775]	SOFTWARE[775]
37-5	12801-12805	Also	*[775]	SOFTWARE[775]
37-6	12805-12806	,	*[775]	SOFTWARE[775]
37-7	12807-12810	you	*[775]	SOFTWARE[775]
37-8	12811-12815	need	*[775]	SOFTWARE[775]
37-9	12816-12818	to	*[775]	SOFTWARE[775]
37-10	12819-12826	install	*[775]	SOFTWARE[775]
37-11	12827-12830	the	*[775]	SOFTWARE[775]
37-12	12831-12839	packages	*[775]	SOFTWARE[775]
37-13	12840-12845	which	*[775]	SOFTWARE[775]
37-14	12846-12849	are	*[775]	SOFTWARE[775]
37-15	12850-12859	available	*[775]	SOFTWARE[775]
37-16	12860-12867	through	*[775]	SOFTWARE[775]
37-17	12868-12869	a	*[775]	SOFTWARE[775]
37-18	12870-12873	git	*[775]	SOFTWARE[775]
37-19	12874-12880	source	*[775]	SOFTWARE[775]
37-20	12881-12891	separately	*[775]	SOFTWARE[775]
37-21	12892-12896	with	*[775]	SOFTWARE[775]
37-22	12897-12900	the	*[775]	SOFTWARE[775]
37-23	12901-12910	following	*[775]	SOFTWARE[775]
37-24	12911-12918	command	*[775]	SOFTWARE[775]
37-25	12918-12919	.	*[775]	SOFTWARE[775]

#Text=For the folks who are curious about "why?"
38-1	12921-12924	For	*[775]	SOFTWARE[775]
38-2	12925-12928	the	*[775]	SOFTWARE[775]
38-3	12929-12934	folks	*[775]	SOFTWARE[775]
38-4	12935-12938	who	*[775]	SOFTWARE[775]
38-5	12939-12942	are	*[775]	SOFTWARE[775]
38-6	12943-12950	curious	*[775]	SOFTWARE[775]
38-7	12951-12956	about	*[775]	SOFTWARE[775]
38-8	12957-12958	"	*[775]	SOFTWARE[775]
38-9	12958-12961	why	*[775]	SOFTWARE[775]
38-10	12961-12962	?	*[775]	SOFTWARE[775]
38-11	12962-12963	"	*[775]	SOFTWARE[775]

