#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# DC-ShadowNet (ICCV'2021)  ## Introduction > \[DC-ShadowNet: Single-Image Hard and Soft Shadow Removal Using Unsupervised Domain-Classifier Guided Network\](https://arxiv.org/abs/2207.10434)<br> >  International Conference on Computer Vision (ICCV'2021)  \[Yeying Jin\](https://jinyeying.github.io/), \[Aashish Sharma\](https://aasharma90.github.io/) and \[Robby T.
1-1	0-1	#	*[523]|*[787]	SOFTWARE[523]|SOFTWARE[787]
44-8	5655-5656	`	*[787]	SOFTWARE[787]
44-9	5656-5663	results	*[787]	SOFTWARE[787]
44-10	5663-5664	/	*[787]	SOFTWARE[787]
44-11	5664-5667	SRD	*[787]	SOFTWARE[787]
44-12	5667-5668	/	*[787]	SOFTWARE[787]
44-13	5668-5673	model	*[787]	SOFTWARE[787]
44-14	5673-5674	/	*[787]	SOFTWARE[787]
44-15	5674-5675	`	*[787]	SOFTWARE[787]
44-16	5676-5677	2	*[787]	SOFTWARE[787]
44-17	5677-5678	.	*[787]	SOFTWARE[787]

#Text=Put the test images in `test\_input`, results in: `results/output/` <br> ``` ${DC-ShadowNet-Hard-and-Soft-Shadow-Removal} \|-- test\_input           ## Shadow \|-- results     \|-- output           ## Results ```  ``` CUDA\_VISIBLE\_DEVICES='0' python main\_test\_single.py ``` <p align="left">     <img width=350" src="results/SRD/500000/inputA\_outputB/IMG\_6456.png" > </p>  ## Dataset Test 1.
45-1	5679-5682	Put	*[787]	SOFTWARE[787]
45-2	5683-5686	the	*[787]	SOFTWARE[787]
45-3	5687-5691	test	*[787]	SOFTWARE[787]
45-4	5692-5698	images	*[787]	SOFTWARE[787]
45-5	5699-5701	in	*[787]	SOFTWARE[787]
45-6	5702-5703	`	*[787]	SOFTWARE[787]
45-7	5703-5713	test\_input	*[787]	SOFTWARE[787]
45-8	5713-5714	`	*[787]	SOFTWARE[787]
45-9	5714-5715	,	*[787]	SOFTWARE[787]
45-10	5716-5723	results	*[787]	SOFTWARE[787]
45-11	5724-5726	in	*[787]	SOFTWARE[787]
45-12	5726-5727	:	*[787]	SOFTWARE[787]
45-13	5728-5729	`	*[787]	SOFTWARE[787]
45-14	5729-5736	results	*[787]	SOFTWARE[787]
45-15	5736-5737	/	*[787]	SOFTWARE[787]
45-16	5737-5743	output	*[787]	SOFTWARE[787]
45-17	5743-5744	/	*[787]	SOFTWARE[787]
45-18	5744-5745	`	*[787]	SOFTWARE[787]
45-19	5746-5747	<	*[787]	SOFTWARE[787]
45-20	5747-5749	br	*[787]	SOFTWARE[787]
45-21	5749-5750	>	*[787]	SOFTWARE[787]
45-22	5751-5752	`	*[787]	SOFTWARE[787]
45-23	5752-5753	`	*[787]	SOFTWARE[787]
45-24	5753-5754	`	*[787]	SOFTWARE[787]
45-25	5755-5756	$	*[787]	SOFTWARE[787]
45-26	5756-5757	{	*[787]	SOFTWARE[787]
45-27	5757-5798	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
45-28	5798-5799	}	*[787]	SOFTWARE[787]
45-29	5800-5801	\|	*[787]	SOFTWARE[787]
45-30	5801-5802	-	*[787]	SOFTWARE[787]
45-31	5802-5803	-	*[787]	SOFTWARE[787]
45-32	5804-5814	test\_input	*[787]	SOFTWARE[787]
45-33	5825-5826	#	*[787]	SOFTWARE[787]
45-34	5826-5827	#	*[787]	SOFTWARE[787]
45-35	5828-5834	Shadow	*[787]	SOFTWARE[787]
45-36	5835-5836	\|	*[787]	SOFTWARE[787]
45-37	5836-5837	-	*[787]	SOFTWARE[787]
45-38	5837-5838	-	*[787]	SOFTWARE[787]
45-39	5839-5846	results	*[787]	SOFTWARE[787]
45-40	5851-5852	\|	*[787]	SOFTWARE[787]
45-41	5852-5853	-	*[787]	SOFTWARE[787]
45-42	5853-5854	-	*[787]	SOFTWARE[787]
45-43	5855-5861	output	*[787]	SOFTWARE[787]
45-44	5872-5873	#	*[787]	SOFTWARE[787]
45-45	5873-5874	#	*[787]	SOFTWARE[787]
45-46	5875-5882	Results	*[787]	SOFTWARE[787]
45-47	5883-5884	`	*[787]	SOFTWARE[787]
45-48	5884-5885	`	*[787]	SOFTWARE[787]
45-49	5885-5886	`	*[787]	SOFTWARE[787]
45-50	5888-5889	`	*[787]	SOFTWARE[787]
45-51	5889-5890	`	*[787]	SOFTWARE[787]
45-52	5890-5891	`	*[787]	SOFTWARE[787]
45-53	5892-5912	CUDA\_VISIBLE\_DEVICES	*[787]	SOFTWARE[787]
45-54	5912-5913	=	*[787]	SOFTWARE[787]
45-55	5913-5914	'	*[787]	SOFTWARE[787]
45-56	5914-5915	0	*[787]	SOFTWARE[787]
45-57	5915-5916	'	*[787]	SOFTWARE[787]
45-58	5917-5923	python	*[787]	SOFTWARE[787]
45-59	5924-5943	main\_test\_single.py	*[787]	SOFTWARE[787]
45-60	5944-5945	`	*[787]	SOFTWARE[787]
45-61	5945-5946	`	*[787]	SOFTWARE[787]
45-62	5946-5947	`	*[787]	SOFTWARE[787]
45-63	5948-5949	<	*[787]	SOFTWARE[787]
45-64	5949-5950	p	*[787]	SOFTWARE[787]
45-65	5951-5956	align	*[787]	SOFTWARE[787]
45-66	5956-5957	=	*[787]	SOFTWARE[787]
45-67	5957-5958	"	*[787]	SOFTWARE[787]
45-68	5958-5962	left	*[787]	SOFTWARE[787]
45-69	5962-5963	"	*[787]	SOFTWARE[787]
45-70	5963-5964	>	*[787]	SOFTWARE[787]
45-71	5969-5970	<	*[787]	SOFTWARE[787]
45-72	5970-5973	img	*[787]	SOFTWARE[787]
45-73	5974-5979	width	*[787]	SOFTWARE[787]
45-74	5979-5980	=	*[787]	SOFTWARE[787]
45-75	5980-5983	350	*[787]	SOFTWARE[787]
45-76	5983-5984	"	*[787]	SOFTWARE[787]
45-77	5985-5988	src	*[787]	SOFTWARE[787]
45-78	5988-5989	=	*[787]	SOFTWARE[787]
45-79	5989-5990	"	*[787]	SOFTWARE[787]
45-80	5990-5997	results	*[787]	SOFTWARE[787]
45-81	5997-5998	/	*[787]	SOFTWARE[787]
45-82	5998-6001	SRD	*[787]	SOFTWARE[787]
45-83	6001-6002	/	*[787]	SOFTWARE[787]
45-84	6002-6008	500000	*[787]	SOFTWARE[787]
45-85	6008-6009	/	*[787]	SOFTWARE[787]
45-86	6009-6023	inputA\_outputB	*[787]	SOFTWARE[787]
45-87	6023-6024	/	*[787]	SOFTWARE[787]
45-88	6024-6027	IMG	*[787]	SOFTWARE[787]
45-89	6027-6028	\_	*[787]	SOFTWARE[787]
45-90	6028-6032	6456	*[787]	SOFTWARE[787]
45-91	6032-6033	.	*[787]	SOFTWARE[787]
45-92	6033-6036	png	*[787]	SOFTWARE[787]
45-93	6036-6037	"	*[787]	SOFTWARE[787]
45-94	6038-6039	>	*[787]	SOFTWARE[787]
45-95	6040-6041	<	*[787]	SOFTWARE[787]
45-96	6041-6042	/	*[787]	SOFTWARE[787]
45-97	6042-6043	p	*[787]	SOFTWARE[787]
45-98	6043-6044	>	*[787]	SOFTWARE[787]
45-99	6046-6047	#	*[787]	SOFTWARE[787]
45-100	6047-6048	#	*[787]	SOFTWARE[787]
45-101	6049-6056	Dataset	*[787]	SOFTWARE[787]
45-102	6057-6061	Test	*[787]	SOFTWARE[787]
45-103	6062-6063	1	*[787]	SOFTWARE[787]
45-104	6063-6064	.	*[787]	SOFTWARE[787]

#Text=Download the pre-trained models (the table above) and place them in the `results/dataset/model/`  2.
46-1	6065-6073	Download	*[787]	SOFTWARE[787]
46-2	6074-6077	the	*[787]	SOFTWARE[787]
46-3	6078-6089	pre-trained	*[787]	SOFTWARE[787]
46-4	6090-6096	models	*[787]	SOFTWARE[787]
46-5	6097-6098	(	*[787]	SOFTWARE[787]
46-6	6098-6101	the	*[787]	SOFTWARE[787]
46-7	6102-6107	table	*[787]	SOFTWARE[787]
46-8	6108-6113	above	*[787]	SOFTWARE[787]
46-9	6113-6114	)	*[787]	SOFTWARE[787]
46-10	6115-6118	and	*[787]	SOFTWARE[787]
46-11	6119-6124	place	*[787]	SOFTWARE[787]
46-12	6125-6129	them	*[787]	SOFTWARE[787]
46-13	6130-6132	in	*[787]	SOFTWARE[787]
46-14	6133-6136	the	*[787]	SOFTWARE[787]
46-15	6137-6138	`	*[787]	SOFTWARE[787]
46-16	6138-6145	results	*[787]	SOFTWARE[787]
46-17	6145-6146	/	*[787]	SOFTWARE[787]
46-18	6146-6153	dataset	*[787]	SOFTWARE[787]
46-19	6153-6154	/	*[787]	SOFTWARE[787]
46-20	6154-6159	model	*[787]	SOFTWARE[787]
46-21	6159-6160	/	*[787]	SOFTWARE[787]
46-22	6160-6161	`	*[787]	SOFTWARE[787]
46-23	6163-6164	2	*[787]	SOFTWARE[787]
46-24	6164-6165	.	*[787]	SOFTWARE[787]

#Text=For the SRD test dataset `/dataset/SRD/testA/`, results in: `results/SRD/500000(iteration)/outputB/` ``` ${DC-ShadowNet-Hard-and-Soft-Shadow-Removal} \|-- dataset     \|-- SRD       \|-- testA           ## Shadow     \|-- AISTD       \|-- testA           ## Shadow     \|-- USR       \|-- testA           ## Shadow \|-- results     \|-- SRD       \|-- model           ## SRD\_params\_0500000.pt       \|-- 500000/outputB/ ## Results     \|-- AISTD       \|-- model           ## AISTD\_params\_0500000.pt       \|-- 500000/outputB/ ## Results     \|-- ISTD       \|-- model           ## ISTD\_params\_0600000.pt       \|-- 600000/outputB/ ## Results     \|-- USR       \|-- model           ## USR\_params\_0600000.pt       \|-- 600000/outputB/ ## Results ```  ``` CUDA\_VISIBLE\_DEVICES='0' python main\_test.py --dataset SRD --datasetpath /home1/yeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/dataset/SRD --use\_original\_name True --im\_suf\_A .jpg ``` ``` CUDA\_VISIBLE\_DEVICES='0' python main\_test.py --dataset AISTD --datasetpath /home1/yeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/dataset/AISTD --use\_original\_name True --im\_suf\_A .png ``` ``` CUDA\_VISIBLE\_DEVICES='0' python main\_test.py --dataset ISTD --datasetpath /home1/yeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/dataset/ISTD --use\_original\_name True --im\_suf\_A .png ``` ``` CUDA\_VISIBLE\_DEVICES='0' python main\_test.py --dataset USR --datasetpath /home1/yeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/dataset/USR --use\_original\_name True --im\_suf\_A .jpg ```  <p align="left">   <img width=550" src="teaser/hard\_shadow.PNG"> </p>  <p align="left">   <img width=550" src="teaser/soft\_shadow.PNG"> </p>   ## Train ``` ${DC-ShadowNet-Hard-and-Soft-Shadow-Removal} \|-- dataset     \|-- SRD       \|-- trainA ## Shadow        \|-- trainB ## Shadow-free        \|-- testA  ## Shadow        \|-- testB  ## Shadow-free  ``` ``` CUDA\_VISIBLE\_DEVICES='0' python main\_train.py --dataset SRD --datasetpath /home1/yeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/dataset/SRD --iteration 1000000 ```  ## Train with Shadow-Free Chromaticity Loss ``` CUDA\_VISIBLE\_DEVICES='0' python main\_train.py --dataset SRD --datasetpath /home1/yeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/dataset/SRD --iteration 1000000 --use\_ch\_loss True ``` ``` ${DC-ShadowNet-Hard-and-Soft-Shadow-Removal} \|-- dataset     \|-- SRD       \|-- trainA ## Shadow        \|-- trainB ## Shadow-free        \|-- trainC ## Shadow-Free Chromaticity Maps after Illumination Compensation       \|-- testA  ## Shadow        \|-- testB  ## Shadow-free       \|-- testC  ## Shadow-Free Chromaticity Maps after Illumination Compensation ```  The `trainC` and `testC` folder are the results of `0\_Shadow-Free\_Chromaticity\_matlab/physics\_all.m`   \| SRD trainC \[\[Dropbox\]\](https://www.dropbox.com/scl/fo/tjpau664y1hq6wgvgbfkb/AKWvDeEVIlUX1ZWCBBBgiZs?
47-1	6166-6169	For	*[787]	SOFTWARE[787]
47-2	6170-6173	the	*[787]	SOFTWARE[787]
47-3	6174-6177	SRD	*[787]	SOFTWARE[787]
47-4	6178-6182	test	*[787]	SOFTWARE[787]
47-5	6183-6190	dataset	*[787]	SOFTWARE[787]
47-6	6191-6192	`	*[787]	SOFTWARE[787]
47-7	6192-6193	/	*[787]	SOFTWARE[787]
47-8	6193-6200	dataset	*[787]	SOFTWARE[787]
47-9	6200-6201	/	*[787]	SOFTWARE[787]
47-10	6201-6204	SRD	*[787]	SOFTWARE[787]
47-11	6204-6205	/	*[787]	SOFTWARE[787]
47-12	6205-6210	testA	*[787]	SOFTWARE[787]
47-13	6210-6211	/	*[787]	SOFTWARE[787]
47-14	6211-6212	`	*[787]	SOFTWARE[787]
47-15	6212-6213	,	*[787]	SOFTWARE[787]
47-16	6214-6221	results	*[787]	SOFTWARE[787]
47-17	6222-6224	in	*[787]	SOFTWARE[787]
47-18	6224-6225	:	*[787]	SOFTWARE[787]
47-19	6226-6227	`	*[787]	SOFTWARE[787]
47-20	6227-6234	results	*[787]	SOFTWARE[787]
47-21	6234-6235	/	*[787]	SOFTWARE[787]
47-22	6235-6238	SRD	*[787]	SOFTWARE[787]
47-23	6238-6239	/	*[787]	SOFTWARE[787]
47-24	6239-6245	500000	*[787]	SOFTWARE[787]
47-25	6245-6246	(	*[787]	SOFTWARE[787]
47-26	6246-6255	iteration	*[787]	SOFTWARE[787]
47-27	6255-6256	)	*[787]	SOFTWARE[787]
47-28	6256-6257	/	*[787]	SOFTWARE[787]
47-29	6257-6264	outputB	*[787]	SOFTWARE[787]
47-30	6264-6265	/	*[787]	SOFTWARE[787]
47-31	6265-6266	`	*[787]	SOFTWARE[787]
47-32	6267-6268	`	*[787]	SOFTWARE[787]
47-33	6268-6269	`	*[787]	SOFTWARE[787]
47-34	6269-6270	`	*[787]	SOFTWARE[787]
47-35	6271-6272	$	*[787]	SOFTWARE[787]
47-36	6272-6273	{	*[787]	SOFTWARE[787]
47-37	6273-6314	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
47-38	6314-6315	}	*[787]	SOFTWARE[787]
47-39	6316-6317	\|	*[787]	SOFTWARE[787]
47-40	6317-6318	-	*[787]	SOFTWARE[787]
47-41	6318-6319	-	*[787]	SOFTWARE[787]
47-42	6320-6327	dataset	*[787]	SOFTWARE[787]
47-43	6332-6333	\|	*[787]	SOFTWARE[787]
47-44	6333-6334	-	*[787]	SOFTWARE[787]
47-45	6334-6335	-	*[787]	SOFTWARE[787]
47-46	6336-6339	SRD	*[787]	SOFTWARE[787]
47-47	6346-6347	\|	*[787]	SOFTWARE[787]
47-48	6347-6348	-	*[787]	SOFTWARE[787]
47-49	6348-6349	-	*[787]	SOFTWARE[787]
47-50	6350-6355	testA	*[787]	SOFTWARE[787]
47-51	6366-6367	#	*[787]	SOFTWARE[787]
47-52	6367-6368	#	*[787]	SOFTWARE[787]
47-53	6369-6375	Shadow	*[787]	SOFTWARE[787]
47-54	6380-6381	\|	*[787]	SOFTWARE[787]
47-55	6381-6382	-	*[787]	SOFTWARE[787]
47-56	6382-6383	-	*[787]	SOFTWARE[787]
47-57	6384-6389	AISTD	*[787]	SOFTWARE[787]
47-58	6396-6397	\|	*[787]	SOFTWARE[787]
47-59	6397-6398	-	*[787]	SOFTWARE[787]
47-60	6398-6399	-	*[787]	SOFTWARE[787]
47-61	6400-6405	testA	*[787]	SOFTWARE[787]
47-62	6416-6417	#	*[787]	SOFTWARE[787]
47-63	6417-6418	#	*[787]	SOFTWARE[787]
47-64	6419-6425	Shadow	*[787]	SOFTWARE[787]
47-65	6430-6431	\|	*[787]	SOFTWARE[787]
47-66	6431-6432	-	*[787]	SOFTWARE[787]
47-67	6432-6433	-	*[787]	SOFTWARE[787]
47-68	6434-6437	USR	*[787]	SOFTWARE[787]
47-69	6444-6445	\|	*[787]	SOFTWARE[787]
47-70	6445-6446	-	*[787]	SOFTWARE[787]
47-71	6446-6447	-	*[787]	SOFTWARE[787]
47-72	6448-6453	testA	*[787]	SOFTWARE[787]
47-73	6464-6465	#	*[787]	SOFTWARE[787]
47-74	6465-6466	#	*[787]	SOFTWARE[787]
47-75	6467-6473	Shadow	*[787]	SOFTWARE[787]
47-76	6474-6475	\|	*[787]	SOFTWARE[787]
47-77	6475-6476	-	*[787]	SOFTWARE[787]
47-78	6476-6477	-	*[787]	SOFTWARE[787]
47-79	6478-6485	results	*[787]	SOFTWARE[787]
47-80	6490-6491	\|	*[787]	SOFTWARE[787]
47-81	6491-6492	-	*[787]	SOFTWARE[787]
47-82	6492-6493	-	*[787]	SOFTWARE[787]
47-83	6494-6497	SRD	*[787]	SOFTWARE[787]
47-84	6504-6505	\|	*[787]	SOFTWARE[787]
47-85	6505-6506	-	*[787]	SOFTWARE[787]
47-86	6506-6507	-	*[787]	SOFTWARE[787]
47-87	6508-6513	model	*[787]	SOFTWARE[787]
47-88	6524-6525	#	*[787]	SOFTWARE[787]
47-89	6525-6526	#	*[787]	SOFTWARE[787]
47-90	6527-6537	SRD\_params	*[787]	SOFTWARE[787]
47-91	6537-6538	\_	*[787]	SOFTWARE[787]
47-92	6538-6545	0500000	*[787]	SOFTWARE[787]
47-93	6545-6546	.	*[787]	SOFTWARE[787]
47-94	6546-6548	pt	*[787]	SOFTWARE[787]
47-95	6555-6556	\|	*[787]	SOFTWARE[787]
47-96	6556-6557	-	*[787]	SOFTWARE[787]
47-97	6557-6558	-	*[787]	SOFTWARE[787]
47-98	6559-6565	500000	*[787]	SOFTWARE[787]
47-99	6565-6566	/	*[787]	SOFTWARE[787]
47-100	6566-6573	outputB	*[787]	SOFTWARE[787]
47-101	6573-6574	/	*[787]	SOFTWARE[787]
47-102	6575-6576	#	*[787]	SOFTWARE[787]
47-103	6576-6577	#	*[787]	SOFTWARE[787]
47-104	6578-6585	Results	*[787]	SOFTWARE[787]
47-105	6590-6591	\|	*[787]	SOFTWARE[787]
47-106	6591-6592	-	*[787]	SOFTWARE[787]
47-107	6592-6593	-	*[787]	SOFTWARE[787]
47-108	6594-6599	AISTD	*[787]	SOFTWARE[787]
47-109	6606-6607	\|	*[787]	SOFTWARE[787]
47-110	6607-6608	-	*[787]	SOFTWARE[787]
47-111	6608-6609	-	*[787]	SOFTWARE[787]
47-112	6610-6615	model	*[787]	SOFTWARE[787]
47-113	6626-6627	#	*[787]	SOFTWARE[787]
47-114	6627-6628	#	*[787]	SOFTWARE[787]
47-115	6629-6641	AISTD\_params	*[787]	SOFTWARE[787]
47-115	6629-6634	AISTD	*[787]	SOFTWARE[787]
47-116	6641-6642	\_	*[787]	SOFTWARE[787]
47-117	6642-6649	0500000	*[787]	SOFTWARE[787]
47-118	6649-6650	.	*[787]	SOFTWARE[787]
47-119	6650-6652	pt	*[787]	SOFTWARE[787]
47-120	6659-6660	\|	*[787]	SOFTWARE[787]
47-121	6660-6661	-	*[787]	SOFTWARE[787]
47-122	6661-6662	-	*[787]	SOFTWARE[787]
47-123	6663-6669	500000	*[787]	SOFTWARE[787]
47-124	6669-6670	/	*[787]	SOFTWARE[787]
47-125	6670-6677	outputB	*[787]	SOFTWARE[787]
47-126	6677-6678	/	*[787]	SOFTWARE[787]
47-127	6679-6680	#	*[787]	SOFTWARE[787]
47-128	6680-6681	#	*[787]	SOFTWARE[787]
47-129	6682-6689	Results	*[787]	SOFTWARE[787]
47-130	6694-6695	\|	*[787]	SOFTWARE[787]
47-131	6695-6696	-	*[787]	SOFTWARE[787]
47-132	6696-6697	-	*[787]	SOFTWARE[787]
47-133	6698-6702	ISTD	*[787]	SOFTWARE[787]
47-134	6709-6710	\|	*[787]	SOFTWARE[787]
47-135	6710-6711	-	*[787]	SOFTWARE[787]
47-136	6711-6712	-	*[787]	SOFTWARE[787]
47-137	6713-6718	model	*[787]	SOFTWARE[787]
47-138	6729-6730	#	*[787]	SOFTWARE[787]
47-139	6730-6731	#	*[787]	SOFTWARE[787]
47-140	6732-6743	ISTD\_params	*[787]	SOFTWARE[787]
47-140	6732-6736	ISTD	*[787]	SOFTWARE[787]
47-141	6743-6744	\_	*[787]	SOFTWARE[787]
47-142	6744-6751	0600000	*[787]	SOFTWARE[787]
47-143	6751-6752	.	*[787]	SOFTWARE[787]
47-144	6752-6754	pt	*[787]	SOFTWARE[787]
47-145	6761-6762	\|	*[787]	SOFTWARE[787]
47-146	6762-6763	-	*[787]	SOFTWARE[787]
47-147	6763-6764	-	*[787]	SOFTWARE[787]
47-148	6765-6771	600000	*[787]	SOFTWARE[787]
47-149	6771-6772	/	*[787]	SOFTWARE[787]
47-150	6772-6779	outputB	*[787]	SOFTWARE[787]
47-151	6779-6780	/	*[787]	SOFTWARE[787]
47-152	6781-6782	#	*[787]	SOFTWARE[787]
47-153	6782-6783	#	*[787]	SOFTWARE[787]
47-154	6784-6791	Results	*[787]	SOFTWARE[787]
47-155	6796-6797	\|	*[787]	SOFTWARE[787]
47-156	6797-6798	-	*[787]	SOFTWARE[787]
47-157	6798-6799	-	*[787]	SOFTWARE[787]
47-158	6800-6803	USR	*[787]	SOFTWARE[787]
47-159	6810-6811	\|	*[787]	SOFTWARE[787]
47-160	6811-6812	-	*[787]	SOFTWARE[787]
47-161	6812-6813	-	*[787]	SOFTWARE[787]
47-162	6814-6819	model	*[787]	SOFTWARE[787]
47-163	6830-6831	#	*[787]	SOFTWARE[787]
47-164	6831-6832	#	*[787]	SOFTWARE[787]
47-165	6833-6843	USR\_params	*[787]	SOFTWARE[787]
47-165	6833-6836	USR	*[787]	SOFTWARE[787]
47-166	6843-6844	\_	*[787]	SOFTWARE[787]
47-167	6844-6851	0600000	*[787]	SOFTWARE[787]
47-168	6851-6852	.	*[787]	SOFTWARE[787]
47-169	6852-6854	pt	*[787]	SOFTWARE[787]
47-170	6861-6862	\|	*[787]	SOFTWARE[787]
47-171	6862-6863	-	*[787]	SOFTWARE[787]
47-172	6863-6864	-	*[787]	SOFTWARE[787]
47-173	6865-6871	600000	*[787]	SOFTWARE[787]
47-174	6871-6872	/	*[787]	SOFTWARE[787]
47-175	6872-6879	outputB	*[787]	SOFTWARE[787]
47-176	6879-6880	/	*[787]	SOFTWARE[787]
47-177	6881-6882	#	*[787]	SOFTWARE[787]
47-178	6882-6883	#	*[787]	SOFTWARE[787]
47-179	6884-6891	Results	*[787]	SOFTWARE[787]
47-180	6892-6893	`	*[787]	SOFTWARE[787]
47-181	6893-6894	`	*[787]	SOFTWARE[787]
47-182	6894-6895	`	*[787]	SOFTWARE[787]
47-183	6897-6898	`	*[787]	SOFTWARE[787]
47-184	6898-6899	`	*[787]	SOFTWARE[787]
47-185	6899-6900	`	*[787]	SOFTWARE[787]
47-186	6901-6921	CUDA\_VISIBLE\_DEVICES	*[787]	SOFTWARE[787]
47-187	6921-6922	=	*[787]	SOFTWARE[787]
47-188	6922-6923	'	*[787]	SOFTWARE[787]
47-189	6923-6924	0	*[787]	SOFTWARE[787]
47-190	6924-6925	'	*[787]	SOFTWARE[787]
47-191	6926-6932	python	*[787]	SOFTWARE[787]
47-192	6933-6945	main\_test.py	*[787]	SOFTWARE[787]
47-193	6946-6947	-	*[787]	SOFTWARE[787]
47-194	6947-6948	-	*[787]	SOFTWARE[787]
47-195	6948-6955	dataset	*[787]	SOFTWARE[787]
47-196	6956-6959	SRD	*[787]	SOFTWARE[787]
47-197	6960-6961	-	*[787]	SOFTWARE[787]
47-198	6961-6962	-	*[787]	SOFTWARE[787]
47-199	6962-6973	datasetpath	*[787]	SOFTWARE[787]
47-200	6974-6975	/	*[787]	SOFTWARE[787]
47-201	6975-6980	home1	*[787]	SOFTWARE[787]
47-202	6980-6981	/	*[787]	SOFTWARE[787]
47-203	6981-6987	yeying	*[787]	SOFTWARE[787]
47-204	6987-6988	/	*[787]	SOFTWARE[787]
47-205	6988-7029	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
47-206	7029-7030	/	*[787]	SOFTWARE[787]
47-207	7030-7037	dataset	*[787]	SOFTWARE[787]
47-208	7037-7038	/	*[787]	SOFTWARE[787]
47-209	7038-7041	SRD	*[787]	SOFTWARE[787]
47-210	7042-7043	-	*[787]	SOFTWARE[787]
47-211	7043-7044	-	*[787]	SOFTWARE[787]
47-212	7044-7061	use\_original\_name	*[787]	SOFTWARE[787]
47-213	7062-7066	True	*[787]	SOFTWARE[787]
47-214	7067-7068	-	*[787]	SOFTWARE[787]
47-215	7068-7069	-	*[787]	SOFTWARE[787]
47-216	7069-7077	im\_suf\_A	*[787]	SOFTWARE[787]
47-217	7078-7079	.	*[787]	SOFTWARE[787]
47-218	7079-7082	jpg	*[787]	SOFTWARE[787]
47-219	7083-7084	`	*[787]	SOFTWARE[787]
47-220	7084-7085	`	*[787]	SOFTWARE[787]
47-221	7085-7086	`	*[787]	SOFTWARE[787]
47-222	7087-7088	`	*[787]	SOFTWARE[787]
47-223	7088-7089	`	*[787]	SOFTWARE[787]
47-224	7089-7090	`	*[787]	SOFTWARE[787]
47-225	7091-7111	CUDA\_VISIBLE\_DEVICES	*[787]	SOFTWARE[787]
47-226	7111-7112	=	*[787]	SOFTWARE[787]
47-227	7112-7113	'	*[787]	SOFTWARE[787]
47-228	7113-7114	0	*[787]	SOFTWARE[787]
47-229	7114-7115	'	*[787]	SOFTWARE[787]
47-230	7116-7122	python	*[787]	SOFTWARE[787]
47-231	7123-7135	main\_test.py	*[787]	SOFTWARE[787]
47-232	7136-7137	-	*[787]	SOFTWARE[787]
47-233	7137-7138	-	*[787]	SOFTWARE[787]
47-234	7138-7145	dataset	*[787]	SOFTWARE[787]
47-235	7146-7151	AISTD	*[787]	SOFTWARE[787]
47-236	7152-7153	-	*[787]	SOFTWARE[787]
47-237	7153-7154	-	*[787]	SOFTWARE[787]
47-238	7154-7165	datasetpath	*[787]	SOFTWARE[787]
47-239	7166-7167	/	*[787]	SOFTWARE[787]
47-240	7167-7172	home1	*[787]	SOFTWARE[787]
47-241	7172-7173	/	*[787]	SOFTWARE[787]
47-242	7173-7179	yeying	*[787]	SOFTWARE[787]
47-243	7179-7180	/	*[787]	SOFTWARE[787]
47-244	7180-7221	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
47-245	7221-7222	/	*[787]	SOFTWARE[787]
47-246	7222-7229	dataset	*[787]	SOFTWARE[787]
47-247	7229-7230	/	*[787]	SOFTWARE[787]
47-248	7230-7235	AISTD	*[787]	SOFTWARE[787]
47-249	7236-7237	-	*[787]	SOFTWARE[787]
47-250	7237-7238	-	*[787]	SOFTWARE[787]
47-251	7238-7255	use\_original\_name	*[787]	SOFTWARE[787]
47-252	7256-7260	True	*[787]	SOFTWARE[787]
47-253	7261-7262	-	*[787]	SOFTWARE[787]
47-254	7262-7263	-	*[787]	SOFTWARE[787]
47-255	7263-7271	im\_suf\_A	*[787]	SOFTWARE[787]
47-256	7272-7273	.	*[787]	SOFTWARE[787]
47-257	7273-7276	png	*[787]	SOFTWARE[787]
47-258	7277-7278	`	*[787]	SOFTWARE[787]
47-259	7278-7279	`	*[787]	SOFTWARE[787]
47-260	7279-7280	`	*[787]	SOFTWARE[787]
47-261	7281-7282	`	*[787]	SOFTWARE[787]
47-262	7282-7283	`	*[787]	SOFTWARE[787]
47-263	7283-7284	`	*[787]	SOFTWARE[787]
47-264	7285-7305	CUDA\_VISIBLE\_DEVICES	*[787]	SOFTWARE[787]
47-265	7305-7306	=	*[787]	SOFTWARE[787]
47-266	7306-7307	'	*[787]	SOFTWARE[787]
47-267	7307-7308	0	*[787]	SOFTWARE[787]
47-268	7308-7309	'	*[787]	SOFTWARE[787]
47-269	7310-7316	python	*[787]	SOFTWARE[787]
