#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">PFHedge: Deep Hedging in PyTorch</h1>  \[!
1-1	0-1	<	*[523]|*[788]	SOFTWARE[523]|SOFTWARE[788]
56-155	9873-9885	out\_features	*[788]	SOFTWARE[788]
56-156	9885-9886	=	*[788]	SOFTWARE[788]
56-157	9886-9887	1	*[788]	SOFTWARE[788]
56-158	9887-9888	,	*[788]	SOFTWARE[788]
56-159	9889-9893	bias	*[788]	SOFTWARE[788]
56-160	9893-9894	=	*[788]	SOFTWARE[788]
56-161	9894-9898	True	*[788]	SOFTWARE[788]
56-162	9898-9899	)	*[788]	SOFTWARE[788]
56-163	9900-9901	#	*[788]	SOFTWARE[788]
56-164	9906-9907	(	*[788]	SOFTWARE[788]
56-165	9907-9908	9	*[788]	SOFTWARE[788]
56-166	9908-9909	)	*[788]	SOFTWARE[788]
56-167	9909-9910	:	*[788]	SOFTWARE[788]
56-168	9911-9919	Identity	*[788]	SOFTWARE[788]
56-169	9919-9920	(	*[788]	SOFTWARE[788]
56-170	9920-9921	)	*[788]	SOFTWARE[788]
56-171	9922-9923	#	*[788]	SOFTWARE[788]
56-172	9926-9927	)	*[788]	SOFTWARE[788]
56-173	9928-9929	#	*[788]	SOFTWARE[788]
56-174	9932-9933	(	*[788]	SOFTWARE[788]
56-175	9933-9942	criterion	*[788]	SOFTWARE[788]
56-176	9942-9943	)	*[788]	SOFTWARE[788]
56-177	9943-9944	:	*[788]	SOFTWARE[788]
56-178	9945-9964	EntropicRiskMeasure	*[788]	SOFTWARE[788]
56-179	9964-9965	(	*[788]	SOFTWARE[788]
56-180	9965-9966	)	*[788]	SOFTWARE[788]
56-181	9967-9968	#	*[788]	SOFTWARE[788]
56-182	9969-9970	)	*[788]	SOFTWARE[788]
56-183	9971-9972	`	*[788]	SOFTWARE[788]
56-184	9972-9973	`	*[788]	SOFTWARE[788]
56-185	9973-9974	`	*[788]	SOFTWARE[788]
56-186	9976-9977	#	*[788]	SOFTWARE[788]
56-187	9977-9978	#	*[788]	SOFTWARE[788]
56-188	9978-9979	#	*[788]	SOFTWARE[788]
56-189	9980-9983	Fit	*[788]	SOFTWARE[788]
56-190	9984-9987	and	*[788]	SOFTWARE[788]
56-191	9988-9993	Price	*[788]	SOFTWARE[788]
56-192	9995-9998	Now	*[788]	SOFTWARE[788]
56-193	9999-10001	we	*[788]	SOFTWARE[788]
56-194	10002-10007	train	*[788]	SOFTWARE[788]
56-195	10008-10011	our	*[788]	SOFTWARE[788]
56-196	10012-10013	`	*[788]	SOFTWARE[788]
56-197	10013-10019	hedger	*[788]	SOFTWARE[788]
56-198	10019-10020	`	*[788]	SOFTWARE[788]
56-199	10021-10023	so	*[788]	SOFTWARE[788]
56-200	10024-10028	that	*[788]	SOFTWARE[788]
56-201	10029-10031	it	*[788]	SOFTWARE[788]
56-202	10032-10041	minimizes	*[788]	SOFTWARE[788]
56-203	10042-10045	the	*[788]	SOFTWARE[788]
56-204	10046-10050	risk	*[788]	SOFTWARE[788]
56-205	10051-10058	measure	*[788]	SOFTWARE[788]
56-206	10059-10066	through	*[788]	SOFTWARE[788]
56-207	10067-10074	hedging	*[788]	SOFTWARE[788]
56-208	10074-10075	.	*[788]	SOFTWARE[788]

#Text=The `hedger` is trained as follows.
57-1	10077-10080	The	*[788]	SOFTWARE[788]
57-2	10081-10082	`	*[788]	SOFTWARE[788]
57-3	10082-10088	hedger	*[788]	SOFTWARE[788]
57-4	10088-10089	`	*[788]	SOFTWARE[788]
57-5	10090-10092	is	*[788]	SOFTWARE[788]
57-6	10093-10100	trained	*[788]	SOFTWARE[788]
57-7	10101-10103	as	*[788]	SOFTWARE[788]
57-8	10104-10111	follows	*[788]	SOFTWARE[788]
57-9	10111-10112	.	*[788]	SOFTWARE[788]

#Text=In each epoch, we generate Monte Carlo paths of the asset prices and let the `hedger` hedge the derivative by trading the stock.
58-1	10113-10115	In	*[788]	SOFTWARE[788]
58-2	10116-10120	each	*[788]	SOFTWARE[788]
58-3	10121-10126	epoch	*[788]	SOFTWARE[788]
58-4	10126-10127	,	*[788]	SOFTWARE[788]
58-5	10128-10130	we	*[788]	SOFTWARE[788]
58-6	10131-10139	generate	*[788]	SOFTWARE[788]
58-7	10140-10145	Monte	*[788]	SOFTWARE[788]
58-8	10146-10151	Carlo	*[788]	SOFTWARE[788]
58-9	10152-10157	paths	*[788]	SOFTWARE[788]
58-10	10158-10160	of	*[788]	SOFTWARE[788]
58-11	10161-10164	the	*[788]	SOFTWARE[788]
58-12	10165-10170	asset	*[788]	SOFTWARE[788]
58-13	10171-10177	prices	*[788]	SOFTWARE[788]
58-14	10178-10181	and	*[788]	SOFTWARE[788]
58-15	10182-10185	let	*[788]	SOFTWARE[788]
58-16	10186-10189	the	*[788]	SOFTWARE[788]
58-17	10190-10191	`	*[788]	SOFTWARE[788]
58-18	10191-10197	hedger	*[788]	SOFTWARE[788]
58-19	10197-10198	`	*[788]	SOFTWARE[788]
58-20	10199-10204	hedge	*[788]	SOFTWARE[788]
58-21	10205-10208	the	*[788]	SOFTWARE[788]
58-22	10209-10219	derivative	*[788]	SOFTWARE[788]
58-23	10220-10222	by	*[788]	SOFTWARE[788]
58-24	10223-10230	trading	*[788]	SOFTWARE[788]
58-25	10231-10234	the	*[788]	SOFTWARE[788]
58-26	10235-10240	stock	*[788]	SOFTWARE[788]
58-27	10240-10241	.	*[788]	SOFTWARE[788]

#Text=The hedger's risk measure (`EntropicRiskMeasure()` in our case) is computed from the resulting profit and loss distribution, and the parameters in the `model` are updated.
59-1	10242-10245	The	*[788]	SOFTWARE[788]
59-2	10246-10254	hedger's	*[788]	SOFTWARE[788]
59-3	10255-10259	risk	*[788]	SOFTWARE[788]
59-4	10260-10267	measure	*[788]	SOFTWARE[788]
59-5	10268-10269	(	*[788]	SOFTWARE[788]
59-6	10269-10270	`	*[788]	SOFTWARE[788]
59-7	10270-10289	EntropicRiskMeasure	*[788]	SOFTWARE[788]
59-8	10289-10290	(	*[788]	SOFTWARE[788]
59-9	10290-10291	)	*[788]	SOFTWARE[788]
59-10	10291-10292	`	*[788]	SOFTWARE[788]
59-11	10293-10295	in	*[788]	SOFTWARE[788]
59-12	10296-10299	our	*[788]	SOFTWARE[788]
59-13	10300-10304	case	*[788]	SOFTWARE[788]
59-14	10304-10305	)	*[788]	SOFTWARE[788]
59-15	10306-10308	is	*[788]	SOFTWARE[788]
59-16	10309-10317	computed	*[788]	SOFTWARE[788]
59-17	10318-10322	from	*[788]	SOFTWARE[788]
59-18	10323-10326	the	*[788]	SOFTWARE[788]
59-19	10327-10336	resulting	*[788]	SOFTWARE[788]
59-20	10337-10343	profit	*[788]	SOFTWARE[788]
59-21	10344-10347	and	*[788]	SOFTWARE[788]
59-22	10348-10352	loss	*[788]	SOFTWARE[788]
59-23	10353-10365	distribution	*[788]	SOFTWARE[788]
59-24	10365-10366	,	*[788]	SOFTWARE[788]
59-25	10367-10370	and	*[788]	SOFTWARE[788]
59-26	10371-10374	the	*[788]	SOFTWARE[788]
59-27	10375-10385	parameters	*[788]	SOFTWARE[788]
59-28	10386-10388	in	*[788]	SOFTWARE[788]
59-29	10389-10392	the	*[788]	SOFTWARE[788]
59-30	10393-10394	`	*[788]	SOFTWARE[788]
59-31	10394-10399	model	*[788]	SOFTWARE[788]
59-32	10399-10400	`	*[788]	SOFTWARE[788]
59-33	10401-10404	are	*[788]	SOFTWARE[788]
59-34	10405-10412	updated	*[788]	SOFTWARE[788]
59-35	10412-10413	.	*[788]	SOFTWARE[788]

#Text=```py hedger.fit(derivative, n\_epochs=200) ```  Once we have trained the `hedger`, we can evaluate the derivative price as utility indifference price (For details, see \[Deep Hedging\]\[deep-hedging-arxiv\] and references therein).
60-1	10415-10416	`	*[788]	SOFTWARE[788]
60-2	10416-10417	`	*[788]	SOFTWARE[788]
60-3	10417-10418	`	*[788]	SOFTWARE[788]
60-4	10418-10420	py	*[788]	SOFTWARE[788]
60-5	10421-10431	hedger.fit	*[788]	SOFTWARE[788]
60-6	10431-10432	(	*[788]	SOFTWARE[788]
60-7	10432-10442	derivative	*[788]	SOFTWARE[788]
60-8	10442-10443	,	*[788]	SOFTWARE[788]
60-9	10444-10452	n\_epochs	*[788]	SOFTWARE[788]
60-10	10452-10453	=	*[788]	SOFTWARE[788]
60-11	10453-10456	200	*[788]	SOFTWARE[788]
60-12	10456-10457	)	*[788]	SOFTWARE[788]
60-13	10458-10459	`	*[788]	SOFTWARE[788]
60-14	10459-10460	`	*[788]	SOFTWARE[788]
60-15	10460-10461	`	*[788]	SOFTWARE[788]
60-16	10463-10467	Once	*[788]	SOFTWARE[788]
60-17	10468-10470	we	*[788]	SOFTWARE[788]
60-18	10471-10475	have	*[788]	SOFTWARE[788]
60-19	10476-10483	trained	*[788]	SOFTWARE[788]
60-20	10484-10487	the	*[788]	SOFTWARE[788]
60-21	10488-10489	`	*[788]	SOFTWARE[788]
60-22	10489-10495	hedger	*[788]	SOFTWARE[788]
60-23	10495-10496	`	*[788]	SOFTWARE[788]
60-24	10496-10497	,	*[788]	SOFTWARE[788]
60-25	10498-10500	we	*[788]	SOFTWARE[788]
60-26	10501-10504	can	*[788]	SOFTWARE[788]
60-27	10505-10513	evaluate	*[788]	SOFTWARE[788]
60-28	10514-10517	the	*[788]	SOFTWARE[788]
60-29	10518-10528	derivative	*[788]	SOFTWARE[788]
60-30	10529-10534	price	*[788]	SOFTWARE[788]
60-31	10535-10537	as	*[788]	SOFTWARE[788]
60-32	10538-10545	utility	*[788]	SOFTWARE[788]
60-33	10546-10558	indifference	*[788]	SOFTWARE[788]
60-34	10559-10564	price	*[788]	SOFTWARE[788]
60-35	10565-10566	(	*[788]	SOFTWARE[788]
60-36	10566-10569	For	*[788]	SOFTWARE[788]
60-37	10570-10577	details	*[788]	SOFTWARE[788]
60-38	10577-10578	,	*[788]	SOFTWARE[788]
60-39	10579-10582	see	*[788]	SOFTWARE[788]
60-40	10583-10584	\[	*[788]	SOFTWARE[788]
60-41	10584-10588	Deep	*[788]	SOFTWARE[788]
60-42	10589-10596	Hedging	*[788]	SOFTWARE[788]
60-43	10596-10597	\]	*[788]	SOFTWARE[788]
60-44	10597-10598	\[	*[788]	SOFTWARE[788]
60-45	10598-10616	deep-hedging-arxiv	*[788]	SOFTWARE[788]
60-46	10616-10617	\]	*[788]	SOFTWARE[788]
60-47	10618-10621	and	*[788]	SOFTWARE[788]
60-48	10622-10632	references	*[788]	SOFTWARE[788]
60-49	10633-10640	therein	*[788]	SOFTWARE[788]
60-50	10640-10641	)	*[788]	SOFTWARE[788]
60-51	10641-10642	.	*[788]	SOFTWARE[788]

#Text=```py price = hedger.price(derivative) ```  ## More Examples  ### Use GPU  To employ the desired \[`device`\](https://pytorch.org/docs/stable/tensor\_attributes.html#torch.torch.device) and/or \[`dtype`\](https://pytorch.org/docs/stable/tensor\_attributes.html#torch.torch.dtype) in fitting and pricing, use `to` method.
61-1	10644-10645	`	*[788]	SOFTWARE[788]
61-2	10645-10646	`	*[788]	SOFTWARE[788]
61-3	10646-10647	`	*[788]	SOFTWARE[788]
61-4	10647-10649	py	*[788]	SOFTWARE[788]
61-5	10650-10655	price	*[788]	SOFTWARE[788]
61-6	10656-10657	=	*[788]	SOFTWARE[788]
61-7	10658-10670	hedger.price	*[788]	SOFTWARE[788]
61-8	10670-10671	(	*[788]	SOFTWARE[788]
61-9	10671-10681	derivative	*[788]	SOFTWARE[788]
61-10	10681-10682	)	*[788]	SOFTWARE[788]
61-11	10683-10684	`	*[788]	SOFTWARE[788]
61-12	10684-10685	`	*[788]	SOFTWARE[788]
61-13	10685-10686	`	*[788]	SOFTWARE[788]
61-14	10688-10689	#	*[788]	SOFTWARE[788]
61-15	10689-10690	#	*[788]	SOFTWARE[788]
61-16	10691-10695	More	*[788]	SOFTWARE[788]
61-17	10696-10704	Examples	*[788]	SOFTWARE[788]
61-18	10706-10707	#	*[788]	SOFTWARE[788]
61-19	10707-10708	#	*[788]	SOFTWARE[788]
61-20	10708-10709	#	*[788]	SOFTWARE[788]
61-21	10710-10713	Use	*[788]	SOFTWARE[788]
61-22	10714-10717	GPU	*[788]	SOFTWARE[788]
61-23	10719-10721	To	*[788]	SOFTWARE[788]
61-24	10722-10728	employ	*[788]	SOFTWARE[788]
61-25	10729-10732	the	*[788]	SOFTWARE[788]
61-26	10733-10740	desired	*[788]	SOFTWARE[788]
61-27	10741-10742	\[	*[788]	SOFTWARE[788]
61-28	10742-10743	`	*[788]	SOFTWARE[788]
61-29	10743-10749	device	*[788]	SOFTWARE[788]
61-30	10749-10750	`	*[788]	SOFTWARE[788]
61-31	10750-10751	\]	*[788]	SOFTWARE[788]
61-32	10751-10752	(	*[788]	SOFTWARE[788]
61-33	10752-10757	https	*[788]	SOFTWARE[788]
61-34	10757-10758	:	*[788]	SOFTWARE[788]
61-35	10758-10759	/	*[788]	SOFTWARE[788]
61-36	10759-10760	/	*[788]	SOFTWARE[788]
61-37	10760-10771	pytorch.org	*[788]	SOFTWARE[788]
61-38	10771-10772	/	*[788]	SOFTWARE[788]
61-39	10772-10776	docs	*[788]	SOFTWARE[788]
61-40	10776-10777	/	*[788]	SOFTWARE[788]
61-41	10777-10783	stable	*[788]	SOFTWARE[788]
61-42	10783-10784	/	*[788]	SOFTWARE[788]
61-43	10784-10806	tensor\_attributes.html	*[788]	SOFTWARE[788]
61-44	10806-10807	#	*[788]	SOFTWARE[788]
61-45	10807-10825	torch.torch.device	*[788]	SOFTWARE[788]
61-46	10825-10826	)	*[788]	SOFTWARE[788]
61-47	10827-10830	and	*[788]	SOFTWARE[788]
61-48	10830-10831	/	*[788]	SOFTWARE[788]
61-49	10831-10833	or	*[788]	SOFTWARE[788]
61-50	10834-10835	\[	*[788]	SOFTWARE[788]
61-51	10835-10836	`	*[788]	SOFTWARE[788]
61-52	10836-10841	dtype	*[788]	SOFTWARE[788]
61-53	10841-10842	`	*[788]	SOFTWARE[788]
61-54	10842-10843	\]	*[788]	SOFTWARE[788]
61-55	10843-10844	(	*[788]	SOFTWARE[788]
61-56	10844-10849	https	*[788]	SOFTWARE[788]
61-57	10849-10850	:	*[788]	SOFTWARE[788]
61-58	10850-10851	/	*[788]	SOFTWARE[788]
61-59	10851-10852	/	*[788]	SOFTWARE[788]
61-60	10852-10863	pytorch.org	*[788]	SOFTWARE[788]
61-61	10863-10864	/	*[788]	SOFTWARE[788]
61-62	10864-10868	docs	*[788]	SOFTWARE[788]
61-63	10868-10869	/	*[788]	SOFTWARE[788]
61-64	10869-10875	stable	*[788]	SOFTWARE[788]
61-65	10875-10876	/	*[788]	SOFTWARE[788]
61-66	10876-10898	tensor\_attributes.html	*[788]	SOFTWARE[788]
61-67	10898-10899	#	*[788]	SOFTWARE[788]
61-68	10899-10916	torch.torch.dtype	*[788]	SOFTWARE[788]
61-69	10916-10917	)	*[788]	SOFTWARE[788]
61-70	10918-10920	in	*[788]	SOFTWARE[788]
61-71	10921-10928	fitting	*[788]	SOFTWARE[788]
61-72	10929-10932	and	*[788]	SOFTWARE[788]
61-73	10933-10940	pricing	*[788]	SOFTWARE[788]
61-74	10940-10941	,	*[788]	SOFTWARE[788]
61-75	10942-10945	use	*[788]	SOFTWARE[788]
61-76	10946-10947	`	*[788]	SOFTWARE[788]
61-77	10947-10949	to	*[788]	SOFTWARE[788]
61-78	10949-10950	`	*[788]	SOFTWARE[788]
61-79	10951-10957	method	*[788]	SOFTWARE[788]
61-80	10957-10958	.	*[788]	SOFTWARE[788]

#Text=```py dtype = torch.float64 device = torch.device("cuda:0")  derivative = EuropeanOption(BrownianStock()).to(dtype, device) hedger = Hedger(...).to(dtype, device) ```  ### Black-Scholes' Delta-Hedging Strategy  In this strategy, a hedger incessantly rebalances their portfolio and keeps it \[delta-neutral\](https://en.wikipedia.org/wiki/Delta\_neutral).
62-1	10960-10961	`	*[788]	SOFTWARE[788]
62-2	10961-10962	`	*[788]	SOFTWARE[788]
62-3	10962-10963	`	*[788]	SOFTWARE[788]
62-4	10963-10965	py	*[788]	SOFTWARE[788]
62-5	10966-10971	dtype	*[788]	SOFTWARE[788]
62-6	10972-10973	=	*[788]	SOFTWARE[788]
62-7	10974-10987	torch.float64	*[788]	SOFTWARE[788]
62-8	10988-10994	device	*[788]	SOFTWARE[788]
62-9	10995-10996	=	*[788]	SOFTWARE[788]
62-10	10997-11009	torch.device	*[788]	SOFTWARE[788]
62-11	11009-11010	(	*[788]	SOFTWARE[788]
62-12	11010-11011	"	*[788]	SOFTWARE[788]
62-13	11011-11015	cuda	*[788]	SOFTWARE[788]
62-14	11015-11016	:	*[788]	SOFTWARE[788]
62-15	11016-11017	0	*[788]	SOFTWARE[788]
62-16	11017-11018	"	*[788]	SOFTWARE[788]
62-17	11018-11019	)	*[788]	SOFTWARE[788]
62-18	11021-11031	derivative	*[788]	SOFTWARE[788]
62-19	11032-11033	=	*[788]	SOFTWARE[788]
62-20	11034-11048	EuropeanOption	*[788]	SOFTWARE[788]
62-21	11048-11049	(	*[788]	SOFTWARE[788]
62-22	11049-11062	BrownianStock	*[788]	SOFTWARE[788]
62-23	11062-11063	(	*[788]	SOFTWARE[788]
62-24	11063-11064	)	*[788]	SOFTWARE[788]
62-25	11064-11065	)	*[788]	SOFTWARE[788]
62-26	11065-11066	.	*[788]	SOFTWARE[788]
62-27	11066-11068	to	*[788]	SOFTWARE[788]
62-28	11068-11069	(	*[788]	SOFTWARE[788]
62-29	11069-11074	dtype	*[788]	SOFTWARE[788]
62-30	11074-11075	,	*[788]	SOFTWARE[788]
62-31	11076-11082	device	*[788]	SOFTWARE[788]
62-32	11082-11083	)	*[788]	SOFTWARE[788]
62-33	11084-11090	hedger	*[788]	SOFTWARE[788]
62-34	11091-11092	=	*[788]	SOFTWARE[788]
62-35	11093-11099	Hedger	*[788]	SOFTWARE[788]
62-36	11099-11100	(	*[788]	SOFTWARE[788]
62-37	11100-11101	.	*[788]	SOFTWARE[788]
62-38	11101-11102	.	*[788]	SOFTWARE[788]
62-39	11102-11103	.	*[788]	SOFTWARE[788]
62-40	11103-11104	)	*[788]	SOFTWARE[788]
62-41	11104-11105	.	*[788]	SOFTWARE[788]
62-42	11105-11107	to	*[788]	SOFTWARE[788]
62-43	11107-11108	(	*[788]	SOFTWARE[788]
62-44	11108-11113	dtype	*[788]	SOFTWARE[788]
62-45	11113-11114	,	*[788]	SOFTWARE[788]
62-46	11115-11121	device	*[788]	SOFTWARE[788]
62-47	11121-11122	)	*[788]	SOFTWARE[788]
62-48	11123-11124	`	*[788]	SOFTWARE[788]
62-49	11124-11125	`	*[788]	SOFTWARE[788]
62-50	11125-11126	`	*[788]	SOFTWARE[788]
62-51	11128-11129	#	*[788]	SOFTWARE[788]
62-52	11129-11130	#	*[788]	SOFTWARE[788]
62-53	11130-11131	#	*[788]	SOFTWARE[788]
62-54	11132-11145	Black-Scholes	*[788]	SOFTWARE[788]
62-55	11145-11146	'	*[788]	SOFTWARE[788]
62-56	11147-11160	Delta-Hedging	*[788]	SOFTWARE[788]
62-57	11161-11169	Strategy	*[788]	SOFTWARE[788]
62-58	11171-11173	In	*[788]	SOFTWARE[788]
62-59	11174-11178	this	*[788]	SOFTWARE[788]
62-60	11179-11187	strategy	*[788]	SOFTWARE[788]
62-61	11187-11188	,	*[788]	SOFTWARE[788]
62-62	11189-11190	a	*[788]	SOFTWARE[788]
62-63	11191-11197	hedger	*[788]	SOFTWARE[788]
62-64	11198-11209	incessantly	*[788]	SOFTWARE[788]
62-65	11210-11220	rebalances	*[788]	SOFTWARE[788]
62-66	11221-11226	their	*[788]	SOFTWARE[788]
62-67	11227-11236	portfolio	*[788]	SOFTWARE[788]
62-68	11237-11240	and	*[788]	SOFTWARE[788]
62-69	11241-11246	keeps	*[788]	SOFTWARE[788]
62-70	11247-11249	it	*[788]	SOFTWARE[788]
62-71	11250-11251	\[	*[788]	SOFTWARE[788]
62-72	11251-11264	delta-neutral	*[788]	SOFTWARE[788]
62-73	11264-11265	\]	*[788]	SOFTWARE[788]
62-74	11265-11266	(	*[788]	SOFTWARE[788]
62-75	11266-11271	https	*[788]	SOFTWARE[788]
62-76	11271-11272	:	*[788]	SOFTWARE[788]
62-77	11272-11273	/	*[788]	SOFTWARE[788]
62-78	11273-11274	/	*[788]	SOFTWARE[788]
62-79	11274-11290	en.wikipedia.org	*[788]	SOFTWARE[788]
62-80	11290-11291	/	*[788]	SOFTWARE[788]
62-81	11291-11295	wiki	*[788]	SOFTWARE[788]
62-82	11295-11296	/	*[788]	SOFTWARE[788]
62-83	11296-11309	Delta\_neutral	*[788]	SOFTWARE[788]
62-84	11309-11310	)	*[788]	SOFTWARE[788]
62-85	11310-11311	.	*[788]	SOFTWARE[788]

#Text=The hedge-ratio at each time step is given by the Black-Scholes' delta.
63-1	11312-11315	The	*[788]	SOFTWARE[788]
63-2	11316-11327	hedge-ratio	*[788]	SOFTWARE[788]
63-3	11328-11330	at	*[788]	SOFTWARE[788]
63-4	11331-11335	each	*[788]	SOFTWARE[788]
63-5	11336-11340	time	*[788]	SOFTWARE[788]
63-6	11341-11345	step	*[788]	SOFTWARE[788]
63-7	11346-11348	is	*[788]	SOFTWARE[788]
63-8	11349-11354	given	*[788]	SOFTWARE[788]
63-9	11355-11357	by	*[788]	SOFTWARE[788]
63-10	11358-11361	the	*[788]	SOFTWARE[788]
63-11	11362-11375	Black-Scholes	*[788]	SOFTWARE[788]
63-12	11375-11376	'	*[788]	SOFTWARE[788]
63-13	11377-11382	delta	*[788]	SOFTWARE[788]
63-14	11382-11383	.	*[788]	SOFTWARE[788]

#Text=This strategy is the optimal one in the absence of cost.
64-1	11385-11389	This	*[788]	SOFTWARE[788]
64-2	11390-11398	strategy	*[788]	SOFTWARE[788]
64-3	11399-11401	is	*[788]	SOFTWARE[788]
64-4	11402-11405	the	*[788]	SOFTWARE[788]
64-5	11406-11413	optimal	*[788]	SOFTWARE[788]
64-6	11414-11417	one	*[788]	SOFTWARE[788]
64-7	11418-11420	in	*[788]	SOFTWARE[788]
64-8	11421-11424	the	*[788]	SOFTWARE[788]
64-9	11425-11432	absence	*[788]	SOFTWARE[788]
64-10	11433-11435	of	*[788]	SOFTWARE[788]
64-11	11436-11440	cost	*[788]	SOFTWARE[788]
64-12	11440-11441	.	*[788]	SOFTWARE[788]

#Text=On the other hand, this strategy transacts too frequently and consumes too much transaction cost.
65-1	11442-11444	On	*[788]	SOFTWARE[788]
65-2	11445-11448	the	*[788]	SOFTWARE[788]
65-3	11449-11454	other	*[788]	SOFTWARE[788]
65-4	11455-11459	hand	*[788]	SOFTWARE[788]
65-5	11459-11460	,	*[788]	SOFTWARE[788]
65-6	11461-11465	this	*[788]	SOFTWARE[788]
65-7	11466-11474	strategy	*[788]	SOFTWARE[788]
65-8	11475-11484	transacts	*[788]	SOFTWARE[788]
65-9	11485-11488	too	*[788]	SOFTWARE[788]
65-10	11489-11499	frequently	*[788]	SOFTWARE[788]
65-11	11500-11503	and	*[788]	SOFTWARE[788]
65-12	11504-11512	consumes	*[788]	SOFTWARE[788]
65-13	11513-11516	too	*[788]	SOFTWARE[788]
65-14	11517-11521	much	*[788]	SOFTWARE[788]
65-15	11522-11533	transaction	*[788]	SOFTWARE[788]
65-16	11534-11538	cost	*[788]	SOFTWARE[788]
65-17	11538-11539	.	*[788]	SOFTWARE[788]

#Text=```py from pfhedge.nn import BlackScholes from pfhedge.nn import Hedger  derivative = EuropeanOption(BrownianStock(cost=1e-4))  model = BlackScholes(derivative) hedger = Hedger(model, inputs=model.inputs()) ```  ### Whalley-Wilmott's Asymptotically Optimal Strategy for Small Costs  This strategy is proposed by \[Whalley \*et al.\* 1997\]\[whalley-wilmott\] and is proved to be optimal for asymptotically small transaction costs.
66-1	11541-11542	`	*[788]	SOFTWARE[788]
66-2	11542-11543	`	*[788]	SOFTWARE[788]
66-3	11543-11544	`	*[788]	SOFTWARE[788]
66-4	11544-11546	py	*[788]	SOFTWARE[788]
66-5	11547-11551	from	*[788]	SOFTWARE[788]
66-6	11552-11562	pfhedge.nn	*[788]	SOFTWARE[788]
66-7	11563-11569	import	*[788]	SOFTWARE[788]
66-8	11570-11582	BlackScholes	*[788]	SOFTWARE[788]
66-9	11583-11587	from	*[788]	SOFTWARE[788]
66-10	11588-11598	pfhedge.nn	*[788]	SOFTWARE[788]
66-11	11599-11605	import	*[788]	SOFTWARE[788]
66-12	11606-11612	Hedger	*[788]	SOFTWARE[788]
66-13	11614-11624	derivative	*[788]	SOFTWARE[788]
66-14	11625-11626	=	*[788]	SOFTWARE[788]
66-15	11627-11641	EuropeanOption	*[788]	SOFTWARE[788]
66-16	11641-11642	(	*[788]	SOFTWARE[788]
66-17	11642-11655	BrownianStock	*[788]	SOFTWARE[788]
66-18	11655-11656	(	*[788]	SOFTWARE[788]
66-19	11656-11660	cost	*[788]	SOFTWARE[788]
66-20	11660-11661	=	*[788]	SOFTWARE[788]
66-21	11661-11663	1e	*[788]	SOFTWARE[788]
66-22	11663-11664	-	*[788]	SOFTWARE[788]
66-23	11664-11665	4	*[788]	SOFTWARE[788]
66-24	11665-11666	)	*[788]	SOFTWARE[788]
66-25	11666-11667	)	*[788]	SOFTWARE[788]
66-26	11669-11674	model	*[788]	SOFTWARE[788]
66-27	11675-11676	=	*[788]	SOFTWARE[788]
66-28	11677-11689	BlackScholes	*[788]	SOFTWARE[788]
66-29	11689-11690	(	*[788]	SOFTWARE[788]
66-30	11690-11700	derivative	*[788]	SOFTWARE[788]
66-31	11700-11701	)	*[788]	SOFTWARE[788]
66-32	11702-11708	hedger	*[788]	SOFTWARE[788]
66-33	11709-11710	=	*[788]	SOFTWARE[788]
66-34	11711-11717	Hedger	*[788]	SOFTWARE[788]
66-35	11717-11718	(	*[788]	SOFTWARE[788]
66-36	11718-11723	model	*[788]	SOFTWARE[788]
66-37	11723-11724	,	*[788]	SOFTWARE[788]
66-38	11725-11731	inputs	*[788]	SOFTWARE[788]
66-39	11731-11732	=	*[788]	SOFTWARE[788]
66-40	11732-11744	model.inputs	*[788]	SOFTWARE[788]
66-41	11744-11745	(	*[788]	SOFTWARE[788]
66-42	11745-11746	)	*[788]	SOFTWARE[788]
66-43	11746-11747	)	*[788]	SOFTWARE[788]
66-44	11748-11749	`	*[788]	SOFTWARE[788]
66-45	11749-11750	`	*[788]	SOFTWARE[788]
66-46	11750-11751	`	*[788]	SOFTWARE[788]
66-47	11753-11754	#	*[788]	SOFTWARE[788]
66-48	11754-11755	#	*[788]	SOFTWARE[788]
66-49	11755-11756	#	*[788]	SOFTWARE[788]
66-50	11757-11774	Whalley-Wilmott's	*[788]	SOFTWARE[788]
66-51	11775-11789	Asymptotically	*[788]	SOFTWARE[788]
66-52	11790-11797	Optimal	*[788]	SOFTWARE[788]
66-53	11798-11806	Strategy	*[788]	SOFTWARE[788]
66-54	11807-11810	for	*[788]	SOFTWARE[788]
66-55	11811-11816	Small	*[788]	SOFTWARE[788]
66-56	11817-11822	Costs	*[788]	SOFTWARE[788]
66-57	11824-11828	This	*[788]	SOFTWARE[788]
66-58	11829-11837	strategy	*[788]	SOFTWARE[788]
66-59	11838-11840	is	*[788]	SOFTWARE[788]
66-60	11841-11849	proposed	*[788]	SOFTWARE[788]
66-61	11850-11852	by	*[788]	SOFTWARE[788]
66-62	11853-11854	\[	*[788]	SOFTWARE[788]
66-63	11854-11861	Whalley	*[788]	SOFTWARE[788]
66-64	11862-11863	\*	*[788]	SOFTWARE[788]
66-65	11863-11865	et	*[788]	SOFTWARE[788]
66-66	11866-11868	al	*[788]	SOFTWARE[788]
