#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[507]|*[523]|*[534]	DATASET[507]|ONTOLOGY[507]|WORKSHOP[507]|PROJECT[507]|LICENSE[507]|PUBLICATION[507]|EVALMETRIC[507]|PROGLANG[507]|SOFTWARE[523]|CONFERENCE[534]
10-214	2328-2330	Qu	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-215	2331-2334	and	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-216	2335-2344	Huaisheng	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-217	2345-2348	Zhu	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-218	2349-2352	and	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-219	2353-2358	Ruiqi	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-220	2359-2364	Zheng	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-221	2365-2368	and	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-222	2369-2374	Yuhui	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-223	2375-2378	Shi	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-224	2379-2382	and	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-225	2383-2390	Hongzhi	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-226	2391-2394	Yin	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-227	2394-2395	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-228	2395-2396	,	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-229	2403-2407	year	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-230	2407-2408	=	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-231	2408-2409	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-232	2409-2413	2021	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-233	2413-2414	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-234	2414-2415	,	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-235	2422-2428	eprint	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-236	2428-2429	=	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-237	2429-2430	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-238	2430-2440	2106.02817	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-239	2440-2441	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-240	2441-2442	,	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-241	2449-2462	archivePrefix	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-242	2462-2463	=	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-243	2463-2464	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-244	2464-2469	arXiv	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-245	2469-2470	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-246	2470-2471	,	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-247	2478-2490	primaryClass	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-248	2490-2491	=	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-249	2491-2492	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-250	2492-2497	cs.LG	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-251	2497-2498	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-252	2499-2500	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-253	2501-2502	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-254	2502-2503	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-255	2503-2504	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
